ano,mes,data,plataforma,categoria,genero,titulo,reproducoes,tempo_medio_consumo,usuarios_ativos,assinaturas,avaliacao_media,receita_plataforma,horario_pico
2016,10,2016-10-01,Disney+,Filme,Drama,Top Hits,661259,43.4,128545,45057,2.96,3706680.53,12:00
2016,10,2016-10-01,Netflix,Podcast,Pop,Filme Solar,1882615,45.9,254216,190090,1.9,2321575.84,21:00
2016,10,2016-10-01,Prime Video,Podcast,Tecnologia,Top Hits,83765,59.7,174912,33616,2.14,1370889.86,08:00
2016,10,2016-10-01,Spotify,Série,Pop,Filme Solar,1394249,63.7,455538,137343,4.36,4975889.05,12:00
2016,10,2016-10-01,Spotify,Filme,Comédia,Podcast Tech,1661771,13.1,130205,67954,1.65,2709474.19,08:00
2016,10,2016-10-01,Prime Video,Música,Comédia,Filme Solar,1075383,10.5,288001,100640,3.85,2266901.57,08:00
2016,10,2016-10-01,Netflix,Filme,Comédia,Série Mistério,1716989,55.4,365548,9696,2.94,1800375.17,12:00
2016,10,2016-10-01,Disney+,Música,Comédia,Filme Solar,770347,50.5,156073,140265,1.33,2179624.98,12:00
2016,10,2016-10-01,Disney+,Podcast,Ação,Top Hits,1492622,84.7,4782,175489,2.02,1877608.33,21:00
2016,10,2016-10-01,YouTube Music,Música,Drama,Top Hits,1149763,74.0,72951,151383,2.35,4327889.41,12:00
2016,10,2016-10-01,Netflix,Música,Drama,Filme Solar,984244,74.9,144523,21659,4.5,3872010.03,12:00
2016,10,2016-10-01,YouTube Music,Filme,Pop,Série Mistério,375279,81.0,193193,81214,2.06,3518184.24,21:00
2016,10,2016-10-01,Disney+,Série,Drama,Série Mistério,1939518,32.6,64904,151447,2.59,4885065.27,18:00
2016,10,2016-10-01,Prime Video,Série,Comédia,Top Hits,93825,76.5,150964,22836,1.83,1119535.5,08:00
2016,10,2016-10-01,Spotify,Música,Comédia,Série Mistério,1748675,63.3,96316,63035,2.32,1195728.34,21:00
2016,10,2016-10-01,Disney+,Série,Comédia,Top Hits,1836962,31.0,99121,161014,3.98,3349982.73,18:00
2016,10,2016-10-01,YouTube Music,Série,Pop,Filme Solar,443826,45.4,91661,194509,1.87,159502.99,08:00
2016,10,2016-10-01,Prime Video,Série,Comédia,Top Hits,417548,15.6,369034,87496,2.64,1044404.76,18:00
2016,10,2016-10-01,Netflix,Podcast,Comédia,Filme Solar,248617,41.2,299885,62902,2.62,3514995.02,08:00
2016,10,2016-10-01,Spotify,Série,Pop,Podcast Tech,1499201,83.2,437298,168793,2.4,4643391.9,08:00
2016,10,2016-10-01,Spotify,Podcast,Pop,Série Mistério,1840840,57.5,295004,143123,2.37,3893225.84,21:00
2016,10,2016-10-01,Disney+,Série,Tecnologia,Filme Solar,1881815,54.0,403627,59754,3.34,1056146.64,12:00
2016,10,2016-10-01,Netflix,Filme,Tecnologia,Podcast Tech,1617892,20.6,293419,181558,2.48,526711.49,12:00
2016,10,2016-10-01,YouTube Music,Música,Comédia,Filme Solar,1096052,55.9,348805,5548,1.32,309497.27,08:00
2016,10,2016-10-01,Prime Video,Podcast,Ação,Filme Solar,1408240,33.4,120584,65442,1.46,4571884.81,08:00
2016,11,2016-11-01,Spotify,Música,Pop,Top Hits,742104,8.8,414422,155547,4.33,3527181.01,18:00
2016,11,2016-11-01,Disney+,Filme,Pop,Série Mistério,736303,58.3,27875,75619,3.2,4993604.88,12:00
2016,11,2016-11-01,Netflix,Podcast,Drama,Podcast Tech,1096192,5.7,25321,159150,4.77,1778235.49,18:00
2016,11,2016-11-01,Netflix,Série,Pop,Top Hits,607850,5.6,196122,139854,2.08,2197353.47,12:00
2016,11,2016-11-01,Netflix,Música,Tecnologia,Série Mistério,1158845,54.4,240719,143127,3.46,3374741.18,12:00
2016,11,2016-11-01,Netflix,Podcast,Tecnologia,Filme Solar,1132272,75.1,459734,7710,1.6,4594004.25,08:00
2016,11,2016-11-01,Netflix,Podcast,Drama,Top Hits,228550,68.0,451683,9666,4.85,3536720.97,08:00
2016,11,2016-11-01,YouTube Music,Música,Ação,Podcast Tech,865014,54.6,197092,96737,2.88,3026365.47,21:00
2016,11,2016-11-01,YouTube Music,Podcast,Comédia,Série Mistério,384982,87.4,294682,112824,3.63,4560888.52,21:00
2016,11,2016-11-01,Spotify,Filme,Tecnologia,Filme Solar,51353,28.6,81962,193540,4.25,2738158.49,21:00
2016,11,2016-11-01,Netflix,Podcast,Comédia,Podcast Tech,995428,41.9,59402,164465,2.57,277588.7,18:00
2016,11,2016-11-01,Disney+,Podcast,Tecnologia,Top Hits,825688,89.8,387058,97354,3.39,3358623.02,18:00
2016,11,2016-11-01,Spotify,Podcast,Ação,Filme Solar,755659,67.6,132460,46669,2.63,1435189.8,18:00
2016,11,2016-11-01,Spotify,Podcast,Drama,Série Mistério,778975,8.8,27312,38878,3.66,2978741.42,08:00
2016,11,2016-11-01,Prime Video,Série,Comédia,Série Mistério,1024847,18.5,354376,178178,3.39,1942949.37,21:00
2016,11,2016-11-01,Spotify,Música,Tecnologia,Série Mistério,231501,28.3,89186,84553,2.8,3644742.17,08:00
2016,11,2016-11-01,Prime Video,Série,Pop,Top Hits,1356019,45.0,455925,149746,2.24,4959633.05,08:00
2016,11,2016-11-01,Spotify,Podcast,Drama,Top Hits,1243195,43.9,480260,190098,1.34,3828596.38,18:00
2016,11,2016-11-01,Netflix,Podcast,Drama,Filme Solar,1102737,69.9,32202,156113,2.82,2946294.63,21:00
2016,11,2016-11-01,Disney+,Podcast,Drama,Top Hits,1165083,45.3,365381,407,4.46,3482085.33,18:00
2016,11,2016-11-01,YouTube Music,Música,Comédia,Top Hits,1016792,24.0,172373,84052,3.79,2246840.87,18:00
2016,11,2016-11-01,Disney+,Filme,Ação,Top Hits,1705313,50.6,498635,44630,1.41,3613741.82,08:00
2016,11,2016-11-01,Netflix,Filme,Drama,Top Hits,1617076,80.7,140078,33502,4.36,3722427.21,12:00
2016,11,2016-11-01,Disney+,Música,Drama,Top Hits,808307,37.6,368179,118101,3.53,2588485.92,21:00
2016,11,2016-11-01,Spotify,Série,Comédia,Filme Solar,1475953,25.8,321938,176081,2.36,2593717.27,12:00
2016,11,2016-11-01,Disney+,Filme,Drama,Podcast Tech,892789,68.2,292997,127301,4.93,648334.25,18:00
2016,11,2016-11-01,Prime Video,Música,Pop,Podcast Tech,1565459,69.0,428472,7824,3.6,4608247.32,12:00
2016,11,2016-11-01,Disney+,Podcast,Pop,Top Hits,1295942,19.3,470546,193062,4.3,3804499.4,08:00
2016,11,2016-11-01,Disney+,Série,Ação,Top Hits,851940,7.6,76128,170436,1.63,3760445.18,21:00
2016,11,2016-11-01,Disney+,Música,Comédia,Filme Solar,1415508,19.4,129548,167116,4.3,1977824.24,18:00
2016,11,2016-11-01,Prime Video,Música,Tecnologia,Filme Solar,1367503,79.8,136218,135864,3.94,4888052.44,08:00
2016,11,2016-11-01,Spotify,Série,Tecnologia,Podcast Tech,427678,62.2,411655,2315,3.71,1282819.38,21:00
2016,11,2016-11-01,Spotify,Música,Drama,Top Hits,1483490,16.3,71244,187637,1.32,4949657.45,18:00
2016,11,2016-11-01,Netflix,Filme,Pop,Série Mistério,1403626,89.7,244117,100097,4.97,2642294.58,08:00
2016,11,2016-11-01,YouTube Music,Filme,Tecnologia,Podcast Tech,1429733,65.9,19048,87704,2.38,2619199.94,21:00
2016,11,2016-11-01,YouTube Music,Série,Comédia,Top Hits,104417,67.7,419502,4722,2.98,2188537.78,12:00
2016,11,2016-11-01,Prime Video,Série,Pop,Filme Solar,973128,39.1,64709,179425,3.79,3695008.04,18:00
2016,12,2016-12-01,YouTube Music,Música,Tecnologia,Podcast Tech,1118069,88.3,345611,16991,3.92,3478067.07,08:00
2016,12,2016-12-01,Spotify,Podcast,Pop,Top Hits,777654,43.2,287412,166773,1.33,2309493.81,12:00
2016,12,2016-12-01,YouTube Music,Série,Tecnologia,Top Hits,1858486,82.2,427455,13151,4.03,3541927.57,12:00
2016,12,2016-12-01,YouTube Music,Podcast,Comédia,Podcast Tech,1884649,73.1,334525,83524,2.78,484631.38,08:00
2016,12,2016-12-01,Netflix,Série,Ação,Top Hits,919812,84.8,323339,32281,2.32,3231972.43,21:00
2016,12,2016-12-01,Prime Video,Música,Ação,Filme Solar,1403084,87.5,301391,39802,3.67,3475131.68,12:00
2016,12,2016-12-01,Netflix,Música,Drama,Top Hits,215744,27.2,305710,145878,1.53,2504393.31,18:00
2016,12,2016-12-01,Spotify,Filme,Pop,Série Mistério,410551,21.9,165532,67500,4.14,4374056.22,21:00
2016,12,2016-12-01,YouTube Music,Série,Tecnologia,Filme Solar,1718838,53.6,369075,76083,2.17,242270.06,12:00
2016,12,2016-12-01,YouTube Music,Música,Pop,Série Mistério,543071,38.2,306811,195816,1.71,609955.04,18:00
2016,12,2016-12-01,Netflix,Série,Tecnologia,Top Hits,1875359,53.1,224269,126511,3.39,2017569.6,12:00
2016,12,2016-12-01,Prime Video,Série,Pop,Top Hits,1143327,50.9,219561,2768,3.43,2353364.67,12:00
2016,12,2016-12-01,Spotify,Série,Tecnologia,Série Mistério,1333958,8.1,194520,103677,3.67,1198830.32,08:00
2016,12,2016-12-01,YouTube Music,Filme,Tecnologia,Filme Solar,213543,64.5,249335,11692,2.77,907855.78,18:00
2016,12,2016-12-01,Netflix,Música,Comédia,Filme Solar,1281882,63.9,325304,190112,2.2,3000284.88,08:00
2016,12,2016-12-01,Netflix,Filme,Pop,Filme Solar,1172975,12.6,29000,121594,4.05,3207482.83,18:00
2016,12,2016-12-01,YouTube Music,Podcast,Comédia,Série Mistério,1673777,59.6,97703,32099,1.17,571737.86,12:00
2016,12,2016-12-01,Disney+,Podcast,Tecnologia,Série Mistério,51624,90.0,229085,123872,2.47,939232.04,21:00
2016,12,2016-12-01,Prime Video,Podcast,Tecnologia,Filme Solar,1340832,29.5,105213,112619,3.32,1530449.13,21:00
2016,12,2016-12-01,Disney+,Música,Pop,Podcast Tech,910722,81.9,483575,49448,3.86,4724193.61,18:00
2016,12,2016-12-01,Netflix,Música,Comédia,Top Hits,1799077,20.9,128895,23366,2.17,2437104.97,08:00
2016,12,2016-12-01,Netflix,Podcast,Ação,Podcast Tech,773845,75.5,451528,66155,4.33,2424173.75,18:00
2016,12,2016-12-01,Spotify,Filme,Drama,Podcast Tech,503550,17.6,46064,72327,4.49,4174949.68,18:00
2016,12,2016-12-01,Netflix,Podcast,Pop,Série Mistério,608598,37.1,133906,146545,1.92,4409063.85,12:00
2016,12,2016-12-01,Disney+,Filme,Tecnologia,Podcast Tech,103819,79.9,132114,162629,2.56,175359.35,12:00
2016,12,2016-12-01,Disney+,Música,Comédia,Série Mistério,1426684,87.7,201700,28510,2.13,2981363.81,18:00
2016,12,2016-12-01,Spotify,Filme,Drama,Filme Solar,98478,16.4,41327,133065,3.78,713018.55,08:00
2016,12,2016-12-01,Disney+,Podcast,Tecnologia,Filme Solar,891799,40.6,345443,37362,4.73,2679701.29,18:00
2016,12,2016-12-01,Spotify,Série,Drama,Top Hits,1811546,51.8,225959,132290,4.99,232338.79,12:00
2016,12,2016-12-01,Netflix,Filme,Tecnologia,Filme Solar,1615637,35.7,365919,188976,3.25,601043.26,12:00
2016,12,2016-12-01,YouTube Music,Podcast,Pop,Podcast Tech,1119331,56.2,225661,149203,3.55,1396083.18,12:00
2016,12,2016-12-01,Disney+,Série,Comédia,Top Hits,194430,88.7,293219,198885,2.9,4428372.7,18:00
2016,12,2016-12-01,Prime Video,Música,Pop,Filme Solar,248088,32.8,399221,170411,3.15,4652822.35,08:00
2016,12,2016-12-01,Netflix,Filme,Drama,Top Hits,346965,79.7,291790,185310,2.21,324420.7,08:00
2016,12,2016-12-01,YouTube Music,Filme,Pop,Filme Solar,1838134,7.5,258542,121782,1.71,1407037.15,08:00
2016,12,2016-12-01,Netflix,Filme,Ação,Podcast Tech,761808,81.2,408058,9596,2.87,4069536.87,12:00
2016,12,2016-12-01,Netflix,Filme,Comédia,Top Hits,590685,12.8,138259,17039,1.4,2867282.23,12:00
2017,1,2017-01-01,Disney+,Música,Pop,Filme Solar,438507,32.1,167195,46859,4.24,3323647.68,21:00
2017,1,2017-01-01,YouTube Music,Podcast,Comédia,Podcast Tech,984034,42.2,250900,35953,4.71,4715877.23,12:00
2017,1,2017-01-01,Netflix,Podcast,Tecnologia,Top Hits,1484816,65.4,270154,2590,2.14,2393538.32,18:00
2017,1,2017-01-01,Netflix,Podcast,Comédia,Filme Solar,833089,68.0,164902,42450,4.69,2781861.97,12:00
2017,1,2017-01-01,YouTube Music,Série,Drama,Top Hits,1815370,55.1,211270,175797,1.96,1263756.75,08:00
2017,1,2017-01-01,YouTube Music,Música,Comédia,Série Mistério,591215,41.9,43679,130782,1.38,2656561.9,12:00
2017,1,2017-01-01,YouTube Music,Série,Pop,Podcast Tech,922509,69.2,406327,41171,4.85,318634.87,21:00
2017,1,2017-01-01,Disney+,Filme,Pop,Podcast Tech,1648820,73.6,361225,79069,2.33,1519527.85,21:00
2017,1,2017-01-01,Disney+,Série,Tecnologia,Série Mistério,257324,18.2,113083,133300,4.29,4961808.51,12:00
2017,1,2017-01-01,Disney+,Série,Comédia,Top Hits,1917872,13.9,390397,3334,2.12,4990836.91,21:00
2017,1,2017-01-01,YouTube Music,Música,Drama,Filme Solar,1966172,89.3,56870,59937,3.25,3242735.07,18:00
2017,1,2017-01-01,Spotify,Podcast,Tecnologia,Top Hits,1029255,50.3,248306,198388,1.76,1125361.47,08:00
2017,1,2017-01-01,Prime Video,Podcast,Ação,Top Hits,604352,47.6,91226,89674,4.27,117947.32,18:00
2017,1,2017-01-01,Prime Video,Música,Drama,Filme Solar,1575087,27.6,123836,99606,4.21,3810753.82,08:00
2017,1,2017-01-01,Disney+,Série,Tecnologia,Filme Solar,1460694,26.2,413058,88428,2.91,2591517.12,12:00
2017,1,2017-01-01,Netflix,Música,Ação,Podcast Tech,1257712,25.5,143145,168053,3.68,4367435.09,08:00
2017,1,2017-01-01,Prime Video,Filme,Comédia,Podcast Tech,1492718,19.7,2272,117871,2.07,1056655.3,08:00
2017,1,2017-01-01,Netflix,Série,Pop,Podcast Tech,1128667,15.7,120999,20057,3.4,3740021.58,18:00
2017,1,2017-01-01,Prime Video,Podcast,Drama,Filme Solar,1765101,76.8,122606,172472,3.44,3006576.48,08:00
2017,1,2017-01-01,YouTube Music,Filme,Tecnologia,Série Mistério,444826,74.9,67635,52474,1.39,4335862.91,21:00
2017,1,2017-01-01,Netflix,Série,Pop,Filme Solar,1717412,62.4,299846,189340,1.11,1572740.25,21:00
2017,1,2017-01-01,Disney+,Podcast,Pop,Top Hits,522312,72.6,103665,105968,2.53,1700752.01,18:00
2017,1,2017-01-01,Netflix,Série,Ação,Filme Solar,310227,11.8,171038,150469,3.4,3421353.78,18:00
2017,1,2017-01-01,Netflix,Série,Ação,Filme Solar,721491,58.1,266834,7631,3.17,68376.95,08:00
2017,1,2017-01-01,Disney+,Música,Drama,Top Hits,820518,30.1,86732,162454,3.75,3661753.45,18:00
2017,1,2017-01-01,Netflix,Podcast,Ação,Série Mistério,77909,11.6,130917,45066,1.62,4176081.86,12:00
2017,1,2017-01-01,Netflix,Podcast,Comédia,Podcast Tech,1877775,9.8,279000,25726,4.52,2098936.43,08:00
2017,1,2017-01-01,Prime Video,Podcast,Tecnologia,Podcast Tech,190586,64.2,54960,122088,3.7,1181344.04,08:00
2017,1,2017-01-01,Prime Video,Filme,Tecnologia,Podcast Tech,1973023,87.5,304290,198013,4.91,1287254.46,18:00
2017,1,2017-01-01,YouTube Music,Série,Tecnologia,Filme Solar,111722,75.2,144221,18827,2.02,2821766.23,21:00
2017,1,2017-01-01,YouTube Music,Podcast,Drama,Série Mistério,1638120,88.8,174250,160892,1.61,1755079.43,12:00
2017,1,2017-01-01,Netflix,Música,Pop,Top Hits,65294,44.9,363825,142947,4.65,1755281.35,12:00
2017,1,2017-01-01,YouTube Music,Série,Pop,Série Mistério,1276042,54.9,450536,186794,1.77,2155260.74,12:00
2017,1,2017-01-01,Prime Video,Música,Tecnologia,Podcast Tech,800771,32.0,246907,61940,4.43,365079.05,18:00
2017,1,2017-01-01,Prime Video,Filme,Pop,Top Hits,841411,63.1,91512,99644,1.61,1386854.05,21:00
2017,1,2017-01-01,Prime Video,Música,Ação,Podcast Tech,1543058,56.8,177545,57499,5.0,4972562.56,21:00
2017,1,2017-01-01,Prime Video,Podcast,Drama,Top Hits,1015683,16.3,171369,38785,2.69,2649260.13,18:00
2017,2,2017-02-01,YouTube Music,Podcast,Drama,Série Mistério,1979150,74.8,310798,4711,4.64,4485667.14,21:00
2017,2,2017-02-01,YouTube Music,Filme,Ação,Podcast Tech,228764,83.0,63127,114904,1.94,2997433.81,21:00
2017,2,2017-02-01,Spotify,Podcast,Comédia,Top Hits,1452232,9.5,461274,186930,4.42,2971662.36,18:00
2017,2,2017-02-01,Prime Video,Música,Drama,Podcast Tech,1372624,71.6,461206,153600,3.79,1844681.05,21:00
2017,2,2017-02-01,Spotify,Podcast,Tecnologia,Filme Solar,1755268,72.7,303982,129571,1.92,4285322.71,08:00
2017,2,2017-02-01,Disney+,Música,Tecnologia,Top Hits,991568,64.8,52796,60193,1.52,399312.29,21:00
2017,2,2017-02-01,Netflix,Podcast,Tecnologia,Podcast Tech,512101,56.4,169292,60209,4.09,3621027.33,08:00
2017,2,2017-02-01,Disney+,Filme,Pop,Podcast Tech,791671,9.8,234018,125263,2.52,326601.46,08:00
2017,2,2017-02-01,YouTube Music,Música,Comédia,Top Hits,1223262,80.7,314792,58489,3.96,241178.59,21:00
2017,2,2017-02-01,YouTube Music,Filme,Comédia,Top Hits,299600,8.5,94668,165745,4.84,4712017.98,08:00
2017,2,2017-02-01,Prime Video,Música,Tecnologia,Série Mistério,793142,77.6,154854,157456,3.81,4956489.68,08:00
2017,2,2017-02-01,Prime Video,Música,Tecnologia,Filme Solar,1432496,76.8,162362,145397,3.82,4520557.88,21:00
2017,2,2017-02-01,YouTube Music,Filme,Comédia,Filme Solar,1974826,13.0,209883,98092,3.52,1994513.48,08:00
2017,2,2017-02-01,Disney+,Música,Pop,Série Mistério,554869,9.6,31978,118472,3.54,4937829.04,18:00
2017,2,2017-02-01,Disney+,Música,Drama,Série Mistério,206019,59.3,376086,83511,1.13,1199518.03,08:00
2017,2,2017-02-01,Prime Video,Podcast,Drama,Top Hits,1755393,36.1,33784,130629,4.77,4269786.52,12:00
2017,2,2017-02-01,Prime Video,Música,Comédia,Filme Solar,1194597,84.8,370894,148816,3.36,4184041.49,18:00
2017,2,2017-02-01,YouTube Music,Série,Pop,Top Hits,447769,83.0,342898,117675,4.19,2340626.61,21:00
2017,2,2017-02-01,Spotify,Série,Drama,Filme Solar,1138188,23.7,54725,178066,3.37,1488503.3,18:00
2017,2,2017-02-01,Prime Video,Música,Comédia,Podcast Tech,53815,71.1,319481,49331,3.58,3489101.49,08:00
2017,2,2017-02-01,Netflix,Filme,Comédia,Filme Solar,1690956,32.3,117221,158244,4.63,3375251.39,21:00
2017,2,2017-02-01,Disney+,Série,Ação,Top Hits,1848871,69.0,202474,143485,1.93,1593489.92,21:00
2017,2,2017-02-01,YouTube Music,Música,Drama,Podcast Tech,1474402,72.5,413662,37298,2.95,4623827.77,12:00
2017,2,2017-02-01,YouTube Music,Série,Tecnologia,Top Hits,1014658,45.8,345944,137301,3.79,3365709.42,08:00
2017,2,2017-02-01,Netflix,Podcast,Comédia,Série Mistério,1047944,67.6,334119,30897,4.16,502671.36,12:00
2017,2,2017-02-01,Netflix,Filme,Tecnologia,Podcast Tech,1581505,87.0,218302,72705,3.51,138550.74,12:00
2017,2,2017-02-01,Disney+,Música,Drama,Top Hits,759755,26.3,369187,136540,3.51,4491538.34,08:00
2017,2,2017-02-01,Spotify,Música,Ação,Série Mistério,809754,72.4,42604,112900,4.55,2571754.86,12:00
2017,2,2017-02-01,Disney+,Série,Comédia,Série Mistério,1802359,15.3,269912,51517,1.72,1875444.66,21:00
2017,2,2017-02-01,Disney+,Série,Drama,Podcast Tech,1873238,22.6,209253,159930,1.06,190461.15,21:00
2017,2,2017-02-01,Disney+,Podcast,Pop,Filme Solar,1313599,74.3,312315,67683,4.3,1736641.9,12:00
2017,2,2017-02-01,Disney+,Série,Pop,Top Hits,162924,11.3,33463,63152,2.37,4791897.74,21:00
2017,2,2017-02-01,Prime Video,Filme,Ação,Podcast Tech,1808188,10.7,76271,186738,2.43,856529.4,21:00
2017,2,2017-02-01,Disney+,Série,Pop,Podcast Tech,771917,66.3,429002,64874,4.82,1629058.96,18:00
2017,2,2017-02-01,Spotify,Filme,Drama,Filme Solar,1810141,35.2,295347,59743,3.01,3199917.55,08:00
2017,2,2017-02-01,YouTube Music,Podcast,Comédia,Podcast Tech,1840689,56.3,384758,18627,3.14,2608707.38,12:00
2017,2,2017-02-01,Spotify,Série,Pop,Podcast Tech,1778576,75.9,244806,88601,2.78,2589516.02,12:00
2017,3,2017-03-01,YouTube Music,Podcast,Tecnologia,Podcast Tech,1760558,60.7,461119,176641,2.21,3480607.66,08:00
2017,3,2017-03-01,Spotify,Podcast,Ação,Top Hits,1012801,82.5,324859,36035,2.26,2770008.0,12:00
2017,3,2017-03-01,Prime Video,Filme,Drama,Série Mistério,192403,10.7,165442,6007,3.52,4471219.28,08:00
2017,3,2017-03-01,Prime Video,Filme,Comédia,Filme Solar,1909600,14.5,158820,31320,3.08,2179948.77,08:00
2017,3,2017-03-01,YouTube Music,Série,Pop,Série Mistério,1919151,7.9,426472,91868,3.91,3590456.13,12:00
2017,3,2017-03-01,Spotify,Música,Pop,Top Hits,681078,22.2,81945,53077,2.02,4160057.61,12:00
2017,3,2017-03-01,Spotify,Música,Ação,Podcast Tech,403595,56.5,249053,105165,1.22,4230196.15,08:00
2017,3,2017-03-01,Netflix,Podcast,Ação,Filme Solar,1174467,48.8,124707,178294,4.17,4670743.24,12:00
2017,3,2017-03-01,Netflix,Série,Drama,Top Hits,958403,83.7,308897,36711,1.59,986143.01,18:00
2017,3,2017-03-01,Disney+,Música,Ação,Filme Solar,364160,77.4,308902,46170,4.8,4860708.56,18:00
2017,3,2017-03-01,Disney+,Podcast,Tecnologia,Filme Solar,82243,64.1,5710,167050,2.03,2500321.83,21:00
2017,3,2017-03-01,Prime Video,Podcast,Pop,Série Mistério,1205482,47.8,114801,178991,1.56,417147.86,08:00
2017,3,2017-03-01,Disney+,Música,Pop,Série Mistério,462147,39.6,317627,186289,3.82,1828993.1,21:00
2017,3,2017-03-01,Disney+,Música,Ação,Filme Solar,798082,33.0,471832,28715,2.73,4751931.6,21:00
2017,3,2017-03-01,Netflix,Podcast,Pop,Podcast Tech,982860,88.7,436651,156674,1.77,288896.67,12:00
2017,3,2017-03-01,Disney+,Filme,Comédia,Podcast Tech,1493435,88.9,485260,68952,3.16,2879164.49,08:00
2017,3,2017-03-01,Prime Video,Música,Ação,Filme Solar,179381,29.3,314339,143713,4.92,3874343.28,12:00
2017,3,2017-03-01,Disney+,Filme,Drama,Filme Solar,470962,26.3,316032,75811,1.68,3205091.16,08:00
2017,3,2017-03-01,Disney+,Filme,Tecnologia,Série Mistério,1473848,86.4,271539,199745,3.17,4345096.74,21:00
2017,3,2017-03-01,Disney+,Música,Ação,Filme Solar,1172238,55.1,209260,144303,3.96,332925.77,12:00
2017,3,2017-03-01,Prime Video,Música,Tecnologia,Top Hits,647942,68.9,293585,88078,1.81,391622.68,12:00
2017,3,2017-03-01,YouTube Music,Série,Drama,Filme Solar,266874,61.9,440689,39063,2.76,3533212.89,08:00
2017,3,2017-03-01,YouTube Music,Filme,Drama,Top Hits,1762197,58.7,28546,59179,4.86,3684933.42,12:00
2017,3,2017-03-01,Spotify,Série,Tecnologia,Podcast Tech,1404479,71.2,485711,22867,1.54,2605420.2,12:00
2017,3,2017-03-01,Spotify,Filme,Tecnologia,Top Hits,1936303,40.9,292790,48890,1.35,428086.61,21:00
2017,3,2017-03-01,Prime Video,Série,Ação,Podcast Tech,1963377,30.3,89191,160013,4.18,2103576.52,12:00
2017,3,2017-03-01,YouTube Music,Série,Drama,Top Hits,1273780,31.1,308968,97590,1.21,2472171.26,12:00
2017,3,2017-03-01,Spotify,Música,Pop,Série Mistério,572587,85.5,202247,29790,4.46,3761206.71,08:00
2017,3,2017-03-01,Spotify,Música,Ação,Filme Solar,1094794,60.0,259772,65342,2.77,678577.77,12:00
2017,3,2017-03-01,Spotify,Série,Comédia,Filme Solar,644639,80.1,137938,178915,2.33,2357556.87,18:00
2017,3,2017-03-01,Netflix,Podcast,Comédia,Podcast Tech,1133372,69.3,344155,16089,3.51,4020533.49,08:00
2017,3,2017-03-01,Prime Video,Música,Drama,Podcast Tech,383831,84.5,318615,197047,4.03,1741416.1,08:00
2017,3,2017-03-01,Prime Video,Música,Comédia,Filme Solar,940989,61.9,108620,168823,1.02,2157808.7,12:00
2017,3,2017-03-01,Prime Video,Música,Tecnologia,Filme Solar,1761076,72.4,363747,172782,4.84,4602523.79,08:00
2017,3,2017-03-01,YouTube Music,Podcast,Drama,Top Hits,290145,56.6,464508,16066,1.38,2212810.13,12:00
2017,3,2017-03-01,Netflix,Filme,Ação,Filme Solar,505188,36.9,427584,13978,3.89,793290.86,21:00
2017,3,2017-03-01,Spotify,Série,Pop,Podcast Tech,1772832,63.5,479872,12285,3.57,299387.24,12:00
2017,4,2017-04-01,Prime Video,Série,Pop,Série Mistério,1240228,37.8,405479,49252,1.99,373118.13,21:00
2017,4,2017-04-01,Prime Video,Podcast,Pop,Top Hits,1873209,87.8,244077,61033,3.19,1107371.02,18:00
2017,4,2017-04-01,Disney+,Filme,Comédia,Série Mistério,425498,42.0,391982,115397,2.49,1248196.96,12:00
2017,4,2017-04-01,Netflix,Série,Tecnologia,Filme Solar,906290,50.7,403376,17056,3.82,1561843.44,21:00
2017,4,2017-04-01,YouTube Music,Podcast,Drama,Filme Solar,1996522,27.7,341535,193848,3.96,2370833.06,21:00
2017,4,2017-04-01,Netflix,Música,Comédia,Série Mistério,1799228,77.9,256530,115722,1.7,3642657.9,18:00
2017,4,2017-04-01,Prime Video,Filme,Comédia,Top Hits,973695,71.1,295835,5865,2.65,783455.03,21:00
2017,4,2017-04-01,Disney+,Música,Tecnologia,Top Hits,378385,57.4,373507,179865,2.34,2270045.25,18:00
2017,4,2017-04-01,Spotify,Podcast,Pop,Filme Solar,716542,53.2,282921,163916,3.23,4765532.47,12:00
2017,4,2017-04-01,Spotify,Série,Comédia,Top Hits,715046,36.4,350912,97138,3.01,3256228.54,21:00
2017,4,2017-04-01,Netflix,Série,Pop,Top Hits,868362,40.8,377683,99187,2.59,474062.48,18:00
2017,4,2017-04-01,Netflix,Série,Drama,Filme Solar,1807750,8.7,81088,175979,3.73,3339717.36,12:00
2017,4,2017-04-01,Prime Video,Série,Drama,Podcast Tech,1328554,81.5,420861,110523,2.66,2063391.5,08:00
2017,4,2017-04-01,Prime Video,Podcast,Tecnologia,Filme Solar,1325169,17.2,200524,181654,3.82,842633.07,12:00
2017,4,2017-04-01,Prime Video,Podcast,Comédia,Filme Solar,931269,53.4,475952,38493,3.63,1038862.5,08:00
2017,4,2017-04-01,Netflix,Série,Comédia,Filme Solar,754196,72.4,246939,20959,3.37,3279399.41,12:00
2017,4,2017-04-01,Netflix,Filme,Pop,Podcast Tech,1976875,45.2,392774,159657,4.01,2583616.8,18:00
2017,4,2017-04-01,Prime Video,Série,Comédia,Top Hits,1366170,51.5,461448,29918,1.97,3225753.52,12:00
2017,4,2017-04-01,Disney+,Filme,Pop,Podcast Tech,870071,76.2,211249,38173,1.16,3239997.92,21:00
2017,4,2017-04-01,Netflix,Série,Drama,Série Mistério,1692921,71.2,64235,98132,4.95,3214095.63,08:00
